0.0,0.0
1e-09,0.0
2e-09,0.0
3.0000000000000004e-09,0.0
4e-09,0.0
5e-09,0.0
6.000000000000001e-09,0.0
7.000000000000001e-09,0.0
8e-09,0.0
9.000000000000001e-09,0.0
1e-08,0.0
1.1000000000000001e-08,0.0
1.2000000000000002e-08,0.0
1.3e-08,0.0
1.4000000000000001e-08,0.0
1.5000000000000002e-08,0.0
1.6e-08,0.0
1.7e-08,0.0
1.8000000000000002e-08,0.0
1.9e-08,0.0
2e-08,0.0
2.1000000000000003e-08,0.0
2.2000000000000002e-08,0.0
2.3e-08,6.549398601930299e-08
2.4000000000000003e-08,0.0006897654940043348
2.5000000000000002e-08,0.0009201654940226503
2.6e-08,0.0002272654940409658
2.7e-08,0.00010136549405928134
2.8000000000000003e-08,9.116549407759683e-05
2.9e-08,7.496549409591232e-05
3.0000000000000004e-08,6.346549411422782e-05
3.1e-08,5.206549413254331e-05
3.2e-08,4.2565494150858805e-05
3.3000000000000004e-08,4.2165494169174284e-05
3.4e-08,3.956549418748977e-05
3.5e-08,3.5865494205805256e-05
3.6000000000000005e-08,3.0665494224120733e-05
3.7e-08,2.766549424243621e-05
3.8e-08,2.5465494260751685e-05
3.9000000000000005e-08,2.546549427906716e-05
4e-08,2.1665494297382627e-05
4.1e-08,2.0665494315698098e-05
4.2000000000000006e-08,2.0265494334013563e-05
4.3e-08,1.8465494352329024e-05
4.4000000000000004e-08,1.8665494370644484e-05
4.5000000000000006e-08,1.7765494388959943e-05
4.6e-08,1.6665494407275395e-05
4.7000000000000004e-08,1.7865494425590848e-05
4.8000000000000006e-08,1.5265494443906297e-05
4.9e-08,1.4065494462221744e-05
5.0000000000000004e-08,1.4565494480537192e-05
5.1e-08,1.5165494498852632e-05
5.2e-08,1.1365494517168072e-05
5.3000000000000005e-08,1.1765494535483509e-05
5.4e-08,1.1365494553798945e-05
5.5e-08,1.0065494572114378e-05
5.6000000000000005e-08,1.0165494590429808e-05
5.7e-08,1.1465494608745235e-05
5.8e-08,1.016549462706066e-05
5.9000000000000006e-08,9.965494645376081e-06
6.000000000000001e-08,9.765494663691502e-06
6.1e-08,9.66549468200692e-06
6.2e-08,8.865494700322335e-06
6.300000000000001e-08,9.765494718637747e-06
6.4e-08,9.265494736953157e-06
6.5e-08,9.565494755268564e-06
6.600000000000001e-08,7.46549477358397e-06
6.7e-08,6.665494791899371e-06
6.8e-08,7.365494810214772e-06
6.900000000000001e-08,7.365494828530168e-06
7e-08,7.065494846845565e-06
7.1e-08,6.965494865160957e-06
7.200000000000001e-08,8.065494883476348e-06
7.3e-08,7.465494901791734e-06
7.4e-08,8.365494920107118e-06
7.500000000000001e-08,6.865494938422502e-06
7.6e-08,6.365494956737882e-06
7.7e-08,6.76549497505326e-06
7.800000000000001e-08,6.165494993368634e-06
7.9e-08,6.065495011684007e-06
8e-08,6.865495029999377e-06
8.100000000000001e-08,6.465495048314745e-06
8.2e-08,5.665495066630109e-06
8.3e-08,6.665495084945472e-06
8.400000000000001e-08,5.965495103260832e-06
8.500000000000001e-08,5.8654951215761895e-06
8.6e-08,5.865495139891545e-06
8.700000000000001e-08,4.665495158206897e-06
8.800000000000001e-08,5.765495176522248e-06
8.9e-08,4.665495194837595e-06
9.000000000000001e-08,6.66549521315294e-06
9.100000000000001e-08,5.365495231468283e-06
9.2e-08,5.765495249783623e-06
9.300000000000001e-08,2.865495268098961e-06
9.400000000000001e-08,5.465495286414296e-06
9.5e-08,4.465495304729629e-06
9.600000000000001e-08,5.065495323044959e-06
9.700000000000001e-08,5.165495341360287e-06
9.8e-08,4.965495359675611e-06
9.9e-08,3.665495377990934e-06
1.0000000000000001e-07,3.3654953963062545e-06
1.01e-07,4.765495414621572e-06
1.02e-07,4.065495432936888e-06
1.0300000000000001e-07,4.2654954512522004e-06
1.04e-07,3.8654954695675104e-06
1.05e-07,3.965495487882818e-06
1.0600000000000001e-07,4.365495506198123e-06
1.07e-07,4.065495524513426e-06
1.08e-07,3.165495542828726e-06
1.0900000000000001e-07,3.7654955611440245e-06
1.1e-07,4.165495579459319e-06
1.11e-07,3.265495597774612e-06
1.1200000000000001e-07,3.365495616089903e-06
1.13e-07,3.865495634405191e-06
1.14e-07,3.7654956527204753e-06
1.1500000000000001e-07,3.765495671035758e-06
1.16e-07,4.265495689351038e-06
1.17e-07,3.465495707666316e-06
1.1800000000000001e-07,3.4654957259815915e-06
1.1900000000000001e-07,2.9654957442968643e-06
1.2000000000000002e-07,4.0654957626121346e-06
1.21e-07,3.2654957809274022e-06
1.22e-07,2.365495799242668e-06
1.23e-07,3.76549581755793e-06
1.24e-07,3.065495835873191e-06
1.2500000000000002e-07,2.6654958541884485e-06
1.2600000000000002e-07,3.465495872503704e-06
1.27e-07,3.765495890818957e-06
1.28e-07,2.465495909134207e-06
1.29e-07,3.5654959274494553e-06
1.3e-07,2.3654959457647006e-06
1.31e-07,2.8654959640799435e-06
1.3200000000000002e-07,3.5654959823951833e-06
1.33e-07,3.2654960007104216e-06
1.34e-07,2.365496019025657e-06
1.35e-07,1.7654960373408897e-06
1.36e-07,3.56549605565612e-06
1.37e-07,2.465496073971348e-06
1.3800000000000002e-07,2.7654960922865735e-06
1.3900000000000001e-07,2.6654961106017964e-06
1.4e-07,1.865496128917017e-06
1.41e-07,3.265496147232235e-06
1.42e-07,2.2654961655474506e-06
1.43e-07,3.065496183862663e-06
1.4400000000000002e-07,3.265496202177874e-06
1.4500000000000001e-07,2.8654962204930818e-06
1.46e-07,3.365496238808287e-06
1.47e-07,2.36549625712349e-06
1.48e-07,2.365496275438691e-06
1.49e-07,2.2654962937538887e-06
1.5000000000000002e-07,2.965496312069084e-06
1.5100000000000002e-07,2.565496330384277e-06
1.52e-07,2.5654963486994672e-06
1.53e-07,1.1654963670146555e-06
1.54e-07,2.3654963853298414e-06
1.55e-07,1.7654964036450241e-06
1.5600000000000002e-07,2.8654964219602046e-06
1.5700000000000002e-07,2.465496440275383e-06
1.58e-07,2.165496458590558e-06
1.59e-07,2.9654964769057312e-06
1.6e-07,1.6654964952209016e-06
1.61e-07,2.7654965135360698e-06
1.6200000000000002e-07,1.6654965318512353e-06
1.6300000000000002e-07,1.5654965501663984e-06
1.64e-07,3.065496568481559e-06
1.65e-07,2.7654965867967172e-06
1.66e-07,1.7654966051118727e-06
1.67e-07,2.5654966234270257e-06
1.6800000000000002e-07,2.5654966417421764e-06
1.6900000000000002e-07,1.8654966600573246e-06
1.7000000000000001e-07,2.96549667837247e-06
1.71e-07,1.8654966966876131e-06
1.72e-07,2.0654967150027537e-06
1.73e-07,2.365496733317892e-06
1.7400000000000002e-07,1.3654967516330276e-06
1.7500000000000002e-07,1.9654967699481607e-06
1.7600000000000001e-07,2.4654967882632914e-06
1.77e-07,1.9654968065784194e-06
